filepath,relative_path,split,class,filename,size_bytes,hash,width,height,mode,status,error,selected_for_calibration
D:/Quantization embedded/datasets/calibration/dataset/train/cmp/cmp52.png,datasets/calibration/dataset/train/cmp/cmp52.png,train,cmp,cmp52.png,39873,77eb6344d5e8805c59470ee67cb65506fa47a29e5ac0de7f2f5523c8187ad588,256,256,L,valid,,True
D:/Quantization embedded/datasets/calibration/dataset/train/cmp/cmp53.png,datasets/calibration/dataset/train/cmp/cmp53.png,train,cmp,cmp53.png,44597,5f033bbb053424dd80f2d702f5b896ad931dabf19db0a20ec781adef7b5c353b,256,256,L,valid,,True
D:/Quantization embedded/datasets/calibration/dataset/train/cmp/cmp54.png,datasets/calibration/dataset/train/cmp/cmp54.png,train,cmp,cmp54.png,47286,7cbaea59cead1688bb33137125974a904a6e5d945242e377accd43af81861de0,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/cmp/cmp56.png,datasets/calibration/dataset/train/cmp/cmp56.png,train,cmp,cmp56.png,39329,1e6b328eea4c5247b400e04b27c5bd1c133c67c07c8e2cadeba9ee1e868f6842,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/cmp/cmp59.png,datasets/calibration/dataset/train/cmp/cmp59.png,train,cmp,cmp59.png,39270,51b4589a70bdf9fe0a8c3eef14c21cfaac53f064fbc079cb87180bd8a5155667,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/cmp/cmp6.JPG,datasets/calibration/dataset/train/cmp/cmp6.JPG,train,cmp,cmp6.JPG,27792,dad27b276fa9a0e7bfea310365aad6412d1b25c0eed6b73422ef76f3727c3965,373,367,RGB,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/cmp/cmp60.png,datasets/calibration/dataset/train/cmp/cmp60.png,train,cmp,cmp60.png,40259,e1783306f9aadc029f65a675f971ed01c4c48da6d1dd8ad7b3e87cd4c386a50b,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/cmp/cmp61.png,datasets/calibration/dataset/train/cmp/cmp61.png,train,cmp,cmp61.png,34223,cbc099095f8ba6363710ecd9d7de3bad9be374238802b9271facd360ee5faade,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/cmp/cmp62.png,datasets/calibration/dataset/train/cmp/cmp62.png,train,cmp,cmp62.png,48212,fcf36f5d3adf8b1600c44275d4d25b528d556a18530386f774e9751055b040fc,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/cmp/cmp63.png,datasets/calibration/dataset/train/cmp/cmp63.png,train,cmp,cmp63.png,46431,6e15b7493177f847b9b7358c85b3f80836baa66e33b83b007e46a3ad7022a4e6,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/cmp/cmp64.png,datasets/calibration/dataset/train/cmp/cmp64.png,train,cmp,cmp64.png,44683,31c1cd1805255e96317d9c2a541a30e64dec858300ff31f1ddc4309647c6907e,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/cmp/cmp66.png,datasets/calibration/dataset/train/cmp/cmp66.png,train,cmp,cmp66.png,44047,06648b2ba966b412d914168d41a40ad9774b31ff3d7d84b8cd38d8d98c6b6af4,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/cmp/cmp67.png,datasets/calibration/dataset/train/cmp/cmp67.png,train,cmp,cmp67.png,44866,c2d4953206e18ab0d339ffcab8a3fddf5a21a323b30ddec3daf28b38ffb2dd3d,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/cmp/cmp7.PNG,datasets/calibration/dataset/train/cmp/cmp7.PNG,train,cmp,cmp7.PNG,241651,a2167307376d9af5e186be66199d717699a50e125a24a4346c777322efd9e6b7,358,389,RGBA,valid,,True
D:/Quantization embedded/datasets/calibration/dataset/train/cmp/cmp70.png,datasets/calibration/dataset/train/cmp/cmp70.png,train,cmp,cmp70.png,36226,22f6af352c555c2bdf963d8853313975341a15ec152a8ff1516d86c60b0b9796,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/cmp/cmp71.png,datasets/calibration/dataset/train/cmp/cmp71.png,train,cmp,cmp71.png,44684,0a891705c41c61a7f8c2b1a30cbc02a6f36ff181532af3570646fc3d4b16e5fc,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/cmp/cmp72.png,datasets/calibration/dataset/train/cmp/cmp72.png,train,cmp,cmp72.png,46457,6ff433a9b4ceeb95e3a70abd979178bf7cae2a2a33a1cf78e4ca30f744d19ac4,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/cmp/cmp73.png,datasets/calibration/dataset/train/cmp/cmp73.png,train,cmp,cmp73.png,37525,8624ffb3ea9c694179f394e3920047169122ade10451ec9eaae061938bc03a36,256,256,L,valid,,True
D:/Quantization embedded/datasets/calibration/dataset/train/cmp/cmp74.png,datasets/calibration/dataset/train/cmp/cmp74.png,train,cmp,cmp74.png,46136,b3e8309228f2b1157b8627bbdaf4bec38deba585ee28cbe88cee2d8102122af1,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/cmp/cmp75.png,datasets/calibration/dataset/train/cmp/cmp75.png,train,cmp,cmp75.png,44654,7d1b6b67fda0a1ad77733db7547db09094d0d04c3598f340340c5e8f8420c6cf,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/cmp/cmp76.png,datasets/calibration/dataset/train/cmp/cmp76.png,train,cmp,cmp76.png,46590,1e3c1a1a266c9f458052edfbb2f6af5ee1ee29ae2647722fea448a6424d0af84,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/cmp/cmp78.png,datasets/calibration/dataset/train/cmp/cmp78.png,train,cmp,cmp78.png,44746,1803041178725d71a90269861271fbb24ee9869b19ce0e0b333661df7550c40d,256,256,L,valid,,True
D:/Quantization embedded/datasets/calibration/dataset/train/cmp/cmp8.PNG,datasets/calibration/dataset/train/cmp/cmp8.PNG,train,cmp,cmp8.PNG,43247,c9a9b8eb922ee749f8ea6d7aae18fc1fede8ae905d0e9f1f803a217dc0c2bda2,189,168,RGBA,valid,,True
D:/Quantization embedded/datasets/calibration/dataset/train/cmp/cmp80.png,datasets/calibration/dataset/train/cmp/cmp80.png,train,cmp,cmp80.png,47198,8bcf808f8228c13be11114234591e4d0170ff666136d10c98455bdd25674c558,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/cmp/cmp81.png,datasets/calibration/dataset/train/cmp/cmp81.png,train,cmp,cmp81.png,42558,310ff41b51eda21d0b6d11b269965e3b997d39a6a8ae5d1405e120b778c1e360,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/cmp/cmp82.png,datasets/calibration/dataset/train/cmp/cmp82.png,train,cmp,cmp82.png,39843,602a565de6abfdb47f9629ae9e1d10407089041b438f87c4a661283eb9481951,256,256,L,valid,,True
D:/Quantization embedded/datasets/calibration/dataset/train/cmp/cmp83.png,datasets/calibration/dataset/train/cmp/cmp83.png,train,cmp,cmp83.png,36852,d2d4f44e9fc6a5e4ceab6d2a0be922f488033bf4abd7642ce66cc09fe68d0f86,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/cmp/cmp84.png,datasets/calibration/dataset/train/cmp/cmp84.png,train,cmp,cmp84.png,53689,51e912b58dec9590239e2d2de9072d525c99ace4b6c70b82776ab76459b319d7,256,256,L,valid,,True
D:/Quantization embedded/datasets/calibration/dataset/train/cmp/cmp85.png,datasets/calibration/dataset/train/cmp/cmp85.png,train,cmp,cmp85.png,47212,7cb2fca8d239a2ca7d572387752506e91bc64ef4a77611275c76c9ab7d67a305,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/cmp/cmp86.png,datasets/calibration/dataset/train/cmp/cmp86.png,train,cmp,cmp86.png,41553,9398165234dda1415d1e3645e6e4cc421676be1aa4aec293167bbc985fba9faa,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/cmp/cmp87.png,datasets/calibration/dataset/train/cmp/cmp87.png,train,cmp,cmp87.png,40867,980b6104ca70a24d67a2220d70edcca10bdd81f8d1f8decbf26ac5ec1e72de4d,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/cmp/cmp89.png,datasets/calibration/dataset/train/cmp/cmp89.png,train,cmp,cmp89.png,35718,8de9e37b41687b797eb39f15be8cb341768b821c6d29ad0ebecaf6ab3ea3d9a3,256,256,L,valid,,True
D:/Quantization embedded/datasets/calibration/dataset/train/cmp/cmp90.png,datasets/calibration/dataset/train/cmp/cmp90.png,train,cmp,cmp90.png,38767,e2b5586feeab1c2c00aa878332b1e938ec025214df0339c03e0555beb8efd7e8,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/cmp/cmp91.png,datasets/calibration/dataset/train/cmp/cmp91.png,train,cmp,cmp91.png,40882,65ed200acafe2a28afc7c03f0d947fc0430a84362aec25b0bb69c1d8773a7947,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/cmp/cmp92.png,datasets/calibration/dataset/train/cmp/cmp92.png,train,cmp,cmp92.png,43958,b178de3e9bdc736ff6f6e5ce4d86718ee749e37fb6fb9ccbd4d471492f9fe6d5,256,256,L,valid,,True
D:/Quantization embedded/datasets/calibration/dataset/train/cmp/cmp93.png,datasets/calibration/dataset/train/cmp/cmp93.png,train,cmp,cmp93.png,33772,4adf67e09be312f4eb2df707662a11a92d2ba3ceb66ebae2136317b63dd6b13f,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/cmp/cmp94.png,datasets/calibration/dataset/train/cmp/cmp94.png,train,cmp,cmp94.png,39447,6b87c7b1063ec958fba8845a9f712fbef33b1137c702257ba4348e2bb2331899,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/cmp/cmp96.png,datasets/calibration/dataset/train/cmp/cmp96.png,train,cmp,cmp96.png,48336,5383bff6f626a95f582ef9a5e1debe0871ebcb9d6587aa0d65334bd043e96789,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/cmp/cmp97.png,datasets/calibration/dataset/train/cmp/cmp97.png,train,cmp,cmp97.png,37346,05b992b87de02767c4491fd882fc542b71e82e0aab967524bb08ddbb651cb2a0,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/cmp/cmp98.png,datasets/calibration/dataset/train/cmp/cmp98.png,train,cmp,cmp98.png,51693,5c685fe2f38bf9fd5e11e3d5fcf772c82a4c8a5fa5f16485380e4bccf6868b34,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/cmp/cmp99.png,datasets/calibration/dataset/train/cmp/cmp99.png,train,cmp,cmp99.png,37867,a214b9531bfea84ac1c85f4b944b34c7994636a0f01e73e59ff256c25a4c247e,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/crack/crack1.JPG,datasets/calibration/dataset/train/crack/crack1.JPG,train,crack,crack1.JPG,10822,3d665b04bb4fa84d6e5523de7a559368f4c472f7a3ebfa54a9b0be4d33431730,215,206,RGB,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/crack/crack100.png,datasets/calibration/dataset/train/crack/crack100.png,train,crack,crack100.png,32299,ff1af1966dde76792ecda0b79ce27a971f7e8142761f6de1c30060b3c243fb25,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/crack/crack101.png,datasets/calibration/dataset/train/crack/crack101.png,train,crack,crack101.png,27969,7789e23c61c5a359d2fab4a35fee9e59f1627b6a64a65c56c9b86223673ded94,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/crack/crack102.png,datasets/calibration/dataset/train/crack/crack102.png,train,crack,crack102.png,26865,2110f8dc6f94b631e2b3ff258c024c7f70697bfcef1037e7aa477053b333f43c,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/crack/crack103.png,datasets/calibration/dataset/train/crack/crack103.png,train,crack,crack103.png,18885,43bafaaad0caf94151b06e55d51f6b3364410beeaed68491639aaf5bace7e670,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/crack/crack104.png,datasets/calibration/dataset/train/crack/crack104.png,train,crack,crack104.png,34624,65b655171daefe60a88872c8112016856cbab7aa3fd9e8a111bbdd347e30b24a,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/crack/crack107.png,datasets/calibration/dataset/train/crack/crack107.png,train,crack,crack107.png,28118,21c6c7a37a9c693066f4d179287c11e1838abf5c373668fa0a76b0fa59fb37ed,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/crack/crack108.png,datasets/calibration/dataset/train/crack/crack108.png,train,crack,crack108.png,44492,15dc9c8dba2e661b78b425bfa76bb86f085148c93283fe43c9d8c7643bec5210,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/crack/crack109.png,datasets/calibration/dataset/train/crack/crack109.png,train,crack,crack109.png,39242,9b5cc77e2158b79aeffd2f005787699307f3c0eb6380d40bcb46c82143d399ca,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/crack/crack11.png,datasets/calibration/dataset/train/crack/crack11.png,train,crack,crack11.png,37490,1ec5d320527f85e4a0896e638e05ac82bdd94032007d549ca37bd22644b915e3,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/crack/crack111.png,datasets/calibration/dataset/train/crack/crack111.png,train,crack,crack111.png,32137,e3a0a02a9ab7e04420038d1bc6bd0aada3135605f8408c9d436ffb90461e7f73,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/crack/crack113.png,datasets/calibration/dataset/train/crack/crack113.png,train,crack,crack113.png,30794,61a80fc64597d8532d5314b9713944318cab99a9221658ccc39976da29f25011,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/crack/crack114.png,datasets/calibration/dataset/train/crack/crack114.png,train,crack,crack114.png,31963,ac93821a3a0d3e79eb6c3fe2023cd88faa0b423e23812be256b032571edf7d83,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/crack/crack115.png,datasets/calibration/dataset/train/crack/crack115.png,train,crack,crack115.png,28156,0982d52ab459bcc375893e6176e0cfc85e92e749b86ab7b1b777f161107fa957,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/crack/crack116.png,datasets/calibration/dataset/train/crack/crack116.png,train,crack,crack116.png,33433,6bad89dab06f9338f3242d8f0d7f7a30774fbd6080e89aa9edbc36a3422a8008,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/crack/crack117.png,datasets/calibration/dataset/train/crack/crack117.png,train,crack,crack117.png,41813,de6573018a3993fb9556c8cea44b29ded335d96d0ce56f5db836a91829678ee3,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/crack/crack118.png,datasets/calibration/dataset/train/crack/crack118.png,train,crack,crack118.png,28751,d40d2cf692ffd22146997950b59b9db314fc8a295126e9ecebf8a56127e13dbe,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/crack/crack12.png,datasets/calibration/dataset/train/crack/crack12.png,train,crack,crack12.png,29571,a2a0b65fb4c946fca8bd2852170b494c3a4d075e43643c929ff55911f3624f12,256,256,L,valid,,True
D:/Quantization embedded/datasets/calibration/dataset/train/crack/crack120.png,datasets/calibration/dataset/train/crack/crack120.png,train,crack,crack120.png,30079,7c1fcb85ec2521d947d1f806fa59ee79b71aca54d04c0f5eb6fe514afee83eb2,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/crack/crack121.png,datasets/calibration/dataset/train/crack/crack121.png,train,crack,crack121.png,38914,fed1b72c242683b7569f921eeee6b171f1bd37a95334e7fa7ad9c00f374b44ca,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/crack/crack122.png,datasets/calibration/dataset/train/crack/crack122.png,train,crack,crack122.png,28413,39199cfb7d4419a9e9c25e61f17b47da4fdede2f46314252428ebad8da73c4ec,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/crack/crack123.png,datasets/calibration/dataset/train/crack/crack123.png,train,crack,crack123.png,28084,dcba8e15f38ec66415df01eebcc1712be949f2d7eb160141a8adc4bfd1abc92f,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/crack/crack124.png,datasets/calibration/dataset/train/crack/crack124.png,train,crack,crack124.png,41632,64a8d5f511d9b9ce796e6b87a21cacc1c960b2dd6e9420bb49bd609c342108ae,256,256,L,valid,,True
D:/Quantization embedded/datasets/calibration/dataset/train/crack/crack125.png,datasets/calibration/dataset/train/crack/crack125.png,train,crack,crack125.png,31632,d7f4bd2c02abc13497adf50901a4406f8c3a256c2a228fec8872048723d7fb51,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/crack/crack126.png,datasets/calibration/dataset/train/crack/crack126.png,train,crack,crack126.png,34332,451efaf6b2c2d9347c874a1f7acc344e91127f5c3c1ced8a966f5eb514e95f11,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/crack/crack13.png,datasets/calibration/dataset/train/crack/crack13.png,train,crack,crack13.png,32002,d4b407b952bd476d918bb77982edd1ba82beb497601056a9b01099261df17d89,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/crack/crack130.png,datasets/calibration/dataset/train/crack/crack130.png,train,crack,crack130.png,34089,0e757ee519f9fae8708bf805976dcf9d521eb6aa10298a95ff375b598f01690d,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/crack/crack131.png,datasets/calibration/dataset/train/crack/crack131.png,train,crack,crack131.png,28729,533891d7f196acdc5f93a05d8e5853f1587162c94224d2319182ca5848ac88e8,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/crack/crack133.png,datasets/calibration/dataset/train/crack/crack133.png,train,crack,crack133.png,30350,92ab26ec1429fddcb092d0652b7ef26760a1da971edec1eac302b8934142b687,256,256,L,valid,,True
D:/Quantization embedded/datasets/calibration/dataset/train/crack/crack134.png,datasets/calibration/dataset/train/crack/crack134.png,train,crack,crack134.png,42405,06f74c205052a993e892389dace674bf992e77b3896a4c2b8446e2d8860b2e6c,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/crack/crack135.png,datasets/calibration/dataset/train/crack/crack135.png,train,crack,crack135.png,33241,63469004b040faaff5cd450b94d59217fe2667b7f9c74b58411f942e085b9f12,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/crack/crack137.png,datasets/calibration/dataset/train/crack/crack137.png,train,crack,crack137.png,34408,2712dc5b9406ea2df0d7981b6336c6b3213059bbea236c88011023c6cb110791,256,256,L,valid,,True
D:/Quantization embedded/datasets/calibration/dataset/train/crack/crack138.png,datasets/calibration/dataset/train/crack/crack138.png,train,crack,crack138.png,32716,abd3de2fa54007d81debf031217521aefcc370f23f554a689bac739554cd82f4,256,256,L,valid,,True
D:/Quantization embedded/datasets/calibration/dataset/train/crack/crack139.png,datasets/calibration/dataset/train/crack/crack139.png,train,crack,crack139.png,27505,552efffef668fc0644ac00c9b7c9b26da23b091a24a23f680f9caaedd03b4d8c,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/crack/crack14.png,datasets/calibration/dataset/train/crack/crack14.png,train,crack,crack14.png,19628,eb3806b2fdda65ca1d09b20596f409b72ba0e4cceceba5cbf599d735e6a25520,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/crack/crack144.png,datasets/calibration/dataset/train/crack/crack144.png,train,crack,crack144.png,27130,c3507ee468520f39cc251b6f20ada4e71a5a23bd06ecfe6866a722d6ced420dc,256,256,L,valid,,True
D:/Quantization embedded/datasets/calibration/dataset/train/crack/crack145.png,datasets/calibration/dataset/train/crack/crack145.png,train,crack,crack145.png,38875,680ee21a7fe19313465f10a9bc59eb6727523e951f53939af60b3cc40356b03b,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/crack/crack146.png,datasets/calibration/dataset/train/crack/crack146.png,train,crack,crack146.png,33046,381c776e825105dca212e82051fca1a253a719231628b7eea5464bdeaba0c9e6,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/crack/crack147.png,datasets/calibration/dataset/train/crack/crack147.png,train,crack,crack147.png,33067,c4695ca07e20a833c997815140f130d763d3b95401000cd68d7879223a565c8c,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/crack/crack148.png,datasets/calibration/dataset/train/crack/crack148.png,train,crack,crack148.png,28475,9d963b4086e038cb2405812dea46a386637b85c5413726cf146352b9628ad6f9,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/crack/crack15.png,datasets/calibration/dataset/train/crack/crack15.png,train,crack,crack15.png,39557,b360f5029ca8764a2d6f9eb7a93c7c58b58eb35b287e46aabce49a998400ba8f,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/crack/crack151.png,datasets/calibration/dataset/train/crack/crack151.png,train,crack,crack151.png,27893,a449491662d21947c234b631a6c4a869e214bd4031453c7a681b18278228ccd0,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/crack/crack152.png,datasets/calibration/dataset/train/crack/crack152.png,train,crack,crack152.png,28930,aa3b828b582b5da52047a73fd233f32f7914e4d12384dc9d4224ea6636293e75,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/crack/crack153.png,datasets/calibration/dataset/train/crack/crack153.png,train,crack,crack153.png,39648,d1844d0cfa0d15bfca148ca58479780fb926e8771cd3d3f455779247db44832d,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/crack/crack154.png,datasets/calibration/dataset/train/crack/crack154.png,train,crack,crack154.png,42767,f9488a1cf64c7dd14cf3c81246c4bb9f3624f4d02d587a876e1bdb3cdf49caa7,256,256,L,valid,,True
D:/Quantization embedded/datasets/calibration/dataset/train/crack/crack155.png,datasets/calibration/dataset/train/crack/crack155.png,train,crack,crack155.png,36798,5fbcbc5afe201fcadef9af59411cd57dd6217cad5fddb333e3368b17fa4c8a5e,256,256,L,valid,,True
D:/Quantization embedded/datasets/calibration/dataset/train/crack/crack156.png,datasets/calibration/dataset/train/crack/crack156.png,train,crack,crack156.png,36126,525f15f5f7470a11fe72c7632bd8574e9ca594f8a903acedf0c64318d8ac1aba,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/crack/crack159.PNG,datasets/calibration/dataset/train/crack/crack159.PNG,train,crack,crack159.PNG,22600,1e44e9a321e9378ee12f57154f51d45dd6467cdc31779fad23aacbc51cf930b0,122,106,RGBA,valid,,True
D:/Quantization embedded/datasets/calibration/dataset/train/crack/crack17.png,datasets/calibration/dataset/train/crack/crack17.png,train,crack,crack17.png,26764,ea70438936ac71fd5c66766222931932d8344d3aa40370edc3cc0678796822bd,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/crack/crack18.png,datasets/calibration/dataset/train/crack/crack18.png,train,crack,crack18.png,23407,6a196b125a9eef0977e992aac4d97723834a0a614c6aa9aacf4e7bf1b264ef94,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/crack/crack19.png,datasets/calibration/dataset/train/crack/crack19.png,train,crack,crack19.png,25057,ce47933256d51c6cda1045cdd8e98ae5bc023209e5f74f607cfc3ee98c7adfa4,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/crack/crack20.png,datasets/calibration/dataset/train/crack/crack20.png,train,crack,crack20.png,39100,dc7f971b260eb168c0066318d9cad12774b96869c3c9bd4939d1a60157170623,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/crack/crack21.png,datasets/calibration/dataset/train/crack/crack21.png,train,crack,crack21.png,32361,a9cdad7a56b90a376cb6ff65400fe068300ee1fdcc98e3e1490bd7d04bea03d4,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/crack/crack22.png,datasets/calibration/dataset/train/crack/crack22.png,train,crack,crack22.png,36757,e59fec6c1e9a8b0d76ea7ace007e3154814061747b9aa8d37bc450b7a5b30958,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/crack/crack23.png,datasets/calibration/dataset/train/crack/crack23.png,train,crack,crack23.png,19938,d3234264033b8eda0cfc14e49df3be129feb512c33fe69617556af83a8290904,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/crack/crack24.png,datasets/calibration/dataset/train/crack/crack24.png,train,crack,crack24.png,18357,0358cd80ff35042af2426c820c86a085aaa5b2b3fea411329bebd74fdfd49cb0,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/crack/crack26.png,datasets/calibration/dataset/train/crack/crack26.png,train,crack,crack26.png,26402,1c57228171757faae798e032b341a001a3cf15fcf6b24e374016439f2cfc6506,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/crack/crack27.png,datasets/calibration/dataset/train/crack/crack27.png,train,crack,crack27.png,39354,4937247e452c6fcbf87fe2030f7b3e8d9f0f22dfc8b03943a5f5379230ec4e72,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/crack/crack29.png,datasets/calibration/dataset/train/crack/crack29.png,train,crack,crack29.png,32180,72516a5fd2a953047ce5208a0705f90abcc4c74e41e1c89fdb416964f5cbc981,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/crack/crack3.png,datasets/calibration/dataset/train/crack/crack3.png,train,crack,crack3.png,266641,5018d345bbbf30665cf7cad4da2d5653157e45132ac7d0ed4ec37a2157305000,641,627,RGBA,valid,,True
D:/Quantization embedded/datasets/calibration/dataset/train/crack/crack30.png,datasets/calibration/dataset/train/crack/crack30.png,train,crack,crack30.png,28727,ac7a3067c3b8013075bd67e4377487a95092a6c73ad6d13c571975ca42a80a3e,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/crack/crack31.png,datasets/calibration/dataset/train/crack/crack31.png,train,crack,crack31.png,17988,be5af1fe198e01feaff2d277be0557a7147f911c27d400981ff174b21b71c74b,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/crack/crack32.png,datasets/calibration/dataset/train/crack/crack32.png,train,crack,crack32.png,19969,5ca04aa987895c28e1357dc4527f3c15aa3e1024e8607726425d61049280c353,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/crack/crack33.png,datasets/calibration/dataset/train/crack/crack33.png,train,crack,crack33.png,30311,cf9e6e331d3bdadece4cfe7413beab843f066c6ee6f8f069b0bee29eab2dce03,256,256,L,valid,,True
D:/Quantization embedded/datasets/calibration/dataset/train/crack/crack35.png,datasets/calibration/dataset/train/crack/crack35.png,train,crack,crack35.png,36147,c4dede05e42ea5f24726ba5ce7dbf372710a7b0c513617c27c20ab0aa2ac5176,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/crack/crack36.png,datasets/calibration/dataset/train/crack/crack36.png,train,crack,crack36.png,28823,9b7d6cd9417166c884c00c68d4ff0992e6813e2aa497bad6aa7fefd640765651,256,256,L,valid,,False
D:/Quantization embedded/datasets/calibration/dataset/train/crack/crack37.png,datasets/calibration/dataset/train/crack/crack37.png,train,crack,crack37.png,33068,ad4b51d087842edd92f0ee166ba8a0a5d44e1b36a18f8e84105d2d754ab8a166,256,256,L,valid,,False
